student_id,age,gender,branch,degree,semester,cgpa,backlogs,attendance_percentage,programming_score,dsa_score,sql_score,web_dev_score,ml_score,cloud_score,aptitude_score,coding_test_score,communication_score,leadership_score,teamwork_score,interview_score,number_of_projects,project_quality_score,number_of_certifications,internship_experience,internship_count,hackathons_attended,github_contributions,resume_score,placement_status
STU1132,20,Female,Civil,B.Tech,8,7.86,0,90.5,91.8,80.2,98.6,81.2,26.0,66.6,85.3,91.6,47.8,71.0,62.5,77.5,1,41.7,1,1,1,0,38,67.5,1
STU1133,21,Female,Information Technology,B.Tech,8,6.26,0,92.7,62.9,43.0,65.1,85.1,56.3,66.4,63.3,60.0,63.4,57.0,67.9,50.3,2,46.7,1,1,1,0,24,74.4,0
STU1134,23,Female,Computer Science,B.Tech,8,9.9,0,77.1,72.6,70.7,80.0,49.2,44.8,53.9,79.4,75.2,68.4,80.8,51.7,78.9,3,65.6,2,1,1,0,39,88.0,1
STU1135,21,Male,Electronics,B.Tech,8,7.49,2,88.5,59.4,54.2,57.6,63.7,72.4,35.4,98.0,50.1,85.0,71.6,81.7,76.4,3,59.2,0,1,3,3,23,79.8,1
STU1136,21,Male,Electronics,B.Tech,8,8.6,0,95.2,76.1,67.1,78.4,72.1,28.9,42.2,69.5,77.9,68.8,67.1,84.7,69.5,2,39.0,2,1,1,4,21,82.0,1
STU1137,22,Male,Electronics,B.Tech,8,7.03,0,98.0,42.6,59.9,41.1,84.7,45.2,61.5,59.1,54.9,67.6,55.2,81.3,64.1,5,90.0,2,1,1,3,37,95.2,1
STU1138,21,Other,Information Technology,B.Tech,8,7.79,0,79.7,71.2,72.3,74.1,72.8,87.6,91.2,70.4,71.2,74.6,76.4,54.3,73.8,4,80.7,1,1,2,4,2,91.4,1
STU1139,24,Female,Computer Science,B.Tech,8,8.12,1,60.1,83.5,67.9,83.2,66.4,38.1,46.5,71.5,65.6,66.8,67.9,78.7,72.6,5,80.2,0,0,0,0,189,73.6,1
STU1140,23,Female,Information Technology,B.Tech,8,8.54,3,74.2,69.2,56.4,72.3,72.0,50.7,59.3,60.7,67.6,79.7,54.4,53.6,69.4,2,45.8,0,0,0,1,49,49.9,0
STU1141,21,Female,Mechanical,B.Tech,8,8.36,0,77.9,79.1,79.0,85.2,72.1,33.1,43.1,74.2,76.1,93.8,64.2,72.6,88.2,4,80.9,2,0,0,0,3,92.8,1
STU1142,21,Female,Information Technology,B.Tech,8,8.16,0,79.5,72.5,88.7,86.9,48.1,30.7,36.4,50.4,82.3,96.3,73.8,74.3,83.0,3,76.9,1,1,1,2,53,93.4,1
STU1143,21,Female,Information Technology,B.Tech,8,6.85,0,80.2,73.1,73.4,74.9,64.9,82.9,41.2,58.7,73.6,71.2,72.7,75.4,60.5,2,46.9,1,0,0,2,226,60.4,1
STU1144,21,Male,Computer Science,B.Tech,8,6.57,0,92.6,75.2,81.6,86.1,83.9,58.1,18.7,78.6,86.1,74.0,71.8,77.9,79.3,1,22.5,1,0,0,0,56,48.1,1
STU1145,20,Female,Information Technology,B.Tech,8,7.57,0,94.1,59.1,59.4,52.5,58.9,57.4,73.7,43.4,58.6,88.9,66.3,71.9,63.0,3,62.9,0,0,0,0,450,66.0,1
STU1146,22,Male,Mechanical,B.Tech,8,8.23,0,80.4,87.7,99.0,88.8,63.9,24.5,16.3,80.6,93.3,68.2,79.4,50.4,74.5,1,29.3,1,0,0,0,61,64.8,1
STU1147,21,Female,Electronics,B.Tech,8,6.96,0,92.4,50.2,40.7,59.8,58.4,61.5,47.8,39.8,53.3,78.2,82.3,77.9,53.7,1,40.5,1,1,1,0,257,78.0,0
STU1148,20,Female,Electrical,B.Tech,8,8.37,0,85.4,54.0,69.1,70.8,27.3,75.8,33.1,43.8,58.3,56.4,75.3,73.1,57.5,2,46.6,2,0,0,4,22,78.4,1
STU1149,21,Female,Information Technology,B.Tech,8,8.8,0,82.6,84.7,82.3,65.8,62.3,75.7,37.8,61.0,87.6,66.3,56.8,62.1,71.0,3,37.9,1,1,1,2,39,97.6,1
STU1150,23,Male,Electronics,B.Tech,8,6.19,0,90.6,45.6,36.6,54.6,66.5,67.0,74.0,72.0,40.1,83.9,50.2,54.7,72.5,4,98.0,0,1,3,0,159,65.8,1
STU1151,21,Male,Computer Science,B.Tech,8,6.28,0,82.7,57.5,48.4,65.8,54.3,34.7,55.2,86.6,47.9,61.4,57.4,88.9,72.9,2,51.4,2,1,1,0,416,75.7,1
STU1152,20,Male,Electronics,B.Tech,8,7.05,1,98.0,49.4,41.4,51.7,44.7,60.6,36.6,68.8,45.4,68.5,92.4,85.5,62.5,3,65.9,2,0,0,0,199,79.1,0
STU1153,21,Male,Information Technology,B.Tech,8,7.54,0,68.3,55.8,55.1,84.2,48.8,67.0,42.6,64.5,58.9,51.1,68.9,79.8,59.4,2,34.6,2,1,1,4,77,75.8,1
STU1154,24,Male,Information Technology,B.Tech,8,6.62,0,77.1,59.0,61.2,64.1,73.5,22.7,39.8,76.1,66.9,94.1,94.8,64.6,79.4,3,50.4,0,0,0,3,10,71.2,1
STU1155,21,Female,Electronics,B.Tech,8,8.69,0,80.8,67.4,73.1,73.5,91.6,34.8,51.3,55.8,77.6,85.2,63.3,44.3,77.4,2,49.1,0,1,3,1,44,94.2,1
STU1156,22,Female,Civil,B.Tech,8,7.67,1,86.2,62.0,70.4,66.2,82.7,71.0,54.8,70.0,64.7,72.3,61.4,80.4,74.0,4,83.4,1,1,1,1,12,98.0,1
STU1157,22,Male,Computer Science,B.Tech,8,7.24,3,94.0,67.5,70.9,67.7,41.8,70.8,82.3,51.2,64.3,76.1,64.0,76.0,66.7,2,57.0,3,1,2,1,36,91.3,0
STU1158,21,Male,Electrical,B.Tech,8,5.62,0,81.8,52.4,49.3,57.5,74.8,27.1,21.3,69.2,49.3,74.8,63.7,67.9,78.4,2,52.4,3,0,0,0,29,60.9,0
STU1159,22,Male,Computer Science,B.Tech,8,5.75,0,68.5,46.1,27.7,27.4,52.1,69.3,51.4,66.2,31.0,86.6,54.2,84.4,59.5,2,38.1,2,0,0,3,47,63.3,0
STU1160,21,Female,Information Technology,B.Tech,8,7.51,0,90.0,74.7,75.7,67.1,53.3,56.7,47.0,56.7,74.1,63.8,48.9,81.3,74.0,3,40.0,0,1,2,1,207,69.3,1
STU1161,22,Male,Computer Science,B.Tech,8,4.85,0,89.2,43.9,41.6,41.3,55.1,69.1,67.1,70.3,41.0,78.8,72.0,73.9,57.0,5,94.0,2,1,1,0,24,81.2,1
STU1162,22,Female,Computer Science,B.Tech,8,8.31,0,63.6,71.3,70.5,84.8,72.6,43.6,57.7,70.2,74.5,82.9,79.8,72.4,80.3,2,44.7,3,1,1,0,35,84.6,1
STU1163,21,Male,Information Technology,B.Tech,8,7.03,0,82.0,77.3,69.5,88.9,76.4,66.6,61.4,84.5,62.4,84.6,95.0,72.6,88.7,2,37.4,0,1,3,1,29,73.6,1
STU1164,20,Other,Computer Science,B.Tech,8,9.9,0,66.9,73.3,72.4,88.3,60.5,70.2,57.5,45.5,69.2,42.9,58.9,79.5,41.1,3,73.3,1,0,0,0,40,75.5,1
STU1165,22,Female,Information Technology,B.Tech,8,9.74,0,75.7,74.5,76.4,71.5,60.8,48.7,37.1,66.9,71.8,62.8,60.1,62.6,68.9,4,64.2,1,1,1,1,59,98.0,1
STU1166,21,Male,Mechanical,B.Tech,8,7.0,0,73.4,45.0,39.7,41.5,69.0,55.3,71.4,57.4,48.3,57.8,54.2,76.7,56.5,2,56.2,0,1,1,2,27,80.0,0
STU1167,21,Female,Computer Science,B.Tech,8,7.08,0,89.7,60.0,55.7,57.5,70.5,43.3,64.8,80.2,52.3,71.8,80.8,61.9,71.0,1,20.9,1,1,2,2,223,66.6,1
STU1168,20,Male,Electrical,B.Tech,8,8.3,0,83.1,85.0,68.6,98.5,79.6,84.7,66.6,78.6,77.9,45.8,76.4,86.7,64.7,2,51.3,3,0,0,1,52,76.4,1
STU1169,21,Female,Information Technology,B.Tech,8,9.07,0,69.8,73.3,69.3,77.8,42.7,52.8,72.2,75.1,70.7,45.5,52.7,77.9,62.3,2,59.3,3,1,1,1,12,90.0,1
STU1170,22,Male,Electronics,B.Tech,8,5.4,0,90.4,32.0,28.4,27.6,62.3,38.4,58.7,58.1,35.4,96.0,52.4,64.4,57.8,2,46.6,3,1,3,0,61,80.1,0
STU1171,20,Female,Computer Science,B.Tech,8,5.23,2,68.4,44.4,35.9,39.6,46.0,42.1,75.7,80.4,43.1,77.4,78.3,72.9,80.1,1,51.9,1,0,0,0,16,55.4,0
STU1172,21,Female,Computer Science,B.Tech,8,6.52,0,85.1,47.8,35.0,52.6,61.2,57.3,58.0,46.6,42.0,71.5,70.4,62.6,50.1,0,39.2,1,0,0,0,15,57.4,0
STU1173,21,Female,Computer Science,B.Tech,8,7.84,0,74.3,55.3,51.9,66.2,58.6,68.6,48.5,43.7,50.8,74.4,75.6,88.5,61.0,3,67.4,2,0,0,3,38,79.7,1
STU1174,22,Female,Computer Science,B.Tech,8,7.75,2,78.5,59.5,56.4,70.4,61.3,31.0,51.9,50.1,48.7,71.8,52.6,89.9,56.8,5,98.0,1,1,3,3,20,98.0,1
STU1175,21,Male,Computer Science,B.Tech,8,8.38,0,86.8,60.6,63.7,70.3,50.0,88.3,51.6,67.5,63.4,82.0,38.7,79.7,58.5,4,90.6,0,1,1,0,169,77.2,1
STU1176,22,Male,Electronics,B.Tech,8,5.88,0,87.0,62.6,56.3,43.7,39.7,60.6,43.7,77.5,62.1,62.4,52.8,89.1,59.6,3,70.4,2,0,0,2,179,57.9,1
STU1177,21,Male,Mechanical,B.Tech,8,4.65,0,94.7,49.8,25.0,42.8,30.6,63.4,78.1,30.0,29.5,72.2,74.6,73.7,36.7,3,69.4,1,0,0,1,57,51.0,0
STU1178,23,Male,Electrical,B.Tech,8,8.14,2,81.2,62.7,62.0,79.8,60.0,53.3,56.7,86.5,56.2,72.7,94.6,80.4,80.2,1,29.8,0,1,2,4,91,75.4,1
STU1179,20,Female,Electronics,B.Tech,8,6.29,3,84.9,48.7,51.6,47.6,55.5,55.3,53.5,69.8,51.4,57.4,59.0,85.5,55.7,2,33.1,0,1,1,0,47,59.8,0
STU1180,21,Male,Computer Science,B.Tech,8,4.98,1,77.8,46.2,42.7,44.8,51.9,52.3,58.2,46.1,46.1,85.3,95.0,71.9,57.7,0,20.0,3,0,0,1,11,54.6,0
STU1181,20,Female,Computer Science,B.Tech,8,7.36,0,83.7,77.0,61.9,56.9,81.8,73.3,95.0,69.4,64.5,64.7,76.6,72.8,58.9,3,88.8,1,0,0,1,58,70.6,1
STU1182,23,Female,Computer Science,B.Tech,8,8.07,0,86.2,71.1,68.8,87.0,49.1,54.9,33.9,83.3,67.1,82.2,45.5,82.3,79.1,5,98.0,1,1,1,0,122,80.8,1
STU1183,22,Female,Computer Science,B.Tech,8,7.07,0,81.1,59.2,65.0,61.9,83.3,68.8,38.5,76.4,52.9,71.4,68.0,79.1,66.7,4,77.5,4,1,2,0,6,90.6,1
STU1184,21,Male,Information Technology,B.Tech,8,6.7,0,64.9,58.6,43.2,60.2,86.4,47.2,29.9,83.4,57.8,89.6,77.1,63.7,79.8,2,62.6,1,0,0,0,102,69.2,1
STU1185,22,Female,Information Technology,B.Tech,8,7.02,0,85.1,61.6,65.9,71.8,32.7,58.5,48.3,48.9,57.3,57.5,31.0,47.9,59.3,3,57.5,0,1,1,0,155,83.7,1
STU1186,22,Female,Information Technology,B.Tech,8,6.79,0,85.5,47.7,47.4,70.1,63.4,40.5,55.9,62.2,50.3,57.0,74.0,70.1,52.2,4,85.8,1,1,1,0,259,79.4,0
STU1187,21,Male,Information Technology,B.Tech,8,5.72,1,75.5,43.3,46.5,50.4,56.0,76.9,44.6,55.1,44.7,59.1,81.4,48.9,59.2,1,35.8,0,0,0,1,8,39.6,0
STU1188,21,Female,Electrical,B.Tech,8,6.41,0,69.8,62.7,50.0,51.0,18.3,40.0,43.4,92.0,62.8,71.6,70.6,61.1,71.3,3,69.6,0,1,1,1,0,56.0,1
STU1189,21,Female,Electrical,B.Tech,8,7.77,0,96.0,64.7,56.7,66.8,40.3,49.2,54.3,77.0,56.7,88.5,64.1,62.4,75.6,1,31.6,3,1,2,4,6,94.9,1
STU1190,20,Male,Computer Science,B.Tech,8,7.55,0,86.7,59.3,49.5,71.9,73.6,49.3,44.0,98.0,54.7,89.1,62.6,65.7,71.1,4,70.4,1,0,0,0,340,74.5,1
STU1191,22,Male,Mechanical,B.Tech,8,7.38,1,79.8,65.0,62.5,68.1,92.3,48.6,57.0,61.5,55.3,42.3,61.8,81.0,53.7,1,26.8,2,1,3,3,113,92.6,1
STU1192,23,Male,Civil,B.Tech,8,6.11,1,71.2,64.2,71.8,57.8,75.5,68.0,69.8,57.9,58.3,73.0,48.5,83.4,70.0,1,27.2,1,0,0,1,141,51.9,0
STU1193,22,Male,Computer Science,B.Tech,8,7.0,0,74.2,70.6,57.3,59.5,66.9,49.3,62.8,66.0,66.9,31.4,55.4,77.6,57.6,3,65.0,0,0,0,0,83,65.3,0
STU1194,21,Male,Information Technology,B.Tech,8,4.81,0,94.4,32.6,40.7,24.1,61.7,80.1,66.1,87.3,27.7,79.5,59.2,79.0,65.7,1,20.0,1,0,0,1,58,55.4,0
STU1195,21,Male,Information Technology,B.Tech,8,7.4,0,83.3,73.9,69.4,83.1,87.2,40.3,69.4,62.9,70.5,83.4,66.6,79.2,86.7,1,22.5,0,0,0,1,28,67.7,1
STU1196,22,Male,Civil,B.Tech,8,8.77,2,76.8,77.2,70.2,72.4,94.2,58.0,56.5,69.7,78.8,69.5,57.2,44.5,73.1,2,51.4,1,1,1,0,178,88.1,1
STU1197,22,Male,Mechanical,B.Tech,8,5.58,0,86.8,52.4,42.6,50.4,53.2,41.0,49.5,69.4,51.2,71.0,52.8,72.1,52.9,3,63.7,1,0,0,2,202,61.3,1
STU1198,22,Female,Computer Science,B.Tech,8,6.56,0,74.3,42.6,41.1,45.8,32.0,62.6,39.6,68.6,38.5,70.9,75.6,52.2,56.2,1,36.9,0,0,0,1,39,51.5,0
STU1199,22,Female,Information Technology,B.Tech,8,7.56,0,96.3,61.7,59.9,69.1,30.5,54.7,45.7,58.9,52.9,60.6,70.2,77.6,68.4,3,64.5,2,0,0,4,46,64.9,1
STU1200,22,Female,Information Technology,B.Tech,8,8.58,0,94.9,63.6,66.1,76.5,81.8,52.2,43.6,66.1,67.4,75.2,57.5,49.0,77.2,3,90.2,0,1,1,3,153,81.3,1
STU1201,20,Male,Information Technology,B.Tech,8,6.71,1,77.6,57.3,41.7,46.0,61.3,76.4,63.7,65.5,56.2,67.2,72.1,70.0,59.1,2,51.3,1,0,0,1,3,61.2,1
STU1202,21,Male,Computer Science,B.Tech,8,6.44,0,76.0,64.8,54.8,73.4,64.7,43.2,57.5,67.9,56.5,81.2,58.7,78.0,70.2,2,46.2,2,1,1,1,189,89.8,1
STU1203,22,Male,Mechanical,B.Tech,8,5.03,0,57.1,48.5,64.5,68.8,35.1,65.6,63.1,81.2,52.5,68.6,65.9,59.7,64.2,0,21.0,1,1,1,3,35,55.7,1
STU1204,22,Male,Electronics,B.Tech,8,7.31,0,67.9,59.0,50.6,50.9,50.7,41.2,33.4,92.6,52.2,59.7,78.7,82.6,74.8,2,60.2,3,1,1,3,56,94.7,1
STU1205,20,Male,Electrical,B.Tech,8,9.45,0,69.3,87.4,89.9,96.8,57.6,57.0,74.9,56.2,91.5,51.6,56.5,77.6,58.5,1,34.5,2,1,1,2,86,85.1,1
STU1206,20,Female,Mechanical,B.Tech,8,7.51,2,83.3,71.6,62.1,59.1,65.1,33.5,45.2,62.5,73.0,47.6,48.6,76.2,61.5,1,41.8,4,0,0,2,81,81.0,0
STU1207,22,Male,Electronics,B.Tech,8,7.18,0,78.9,59.3,58.3,68.8,56.0,43.1,34.4,56.4,52.6,85.8,63.0,79.7,76.8,2,54.0,1,0,0,0,30,68.1,1
STU1208,20,Female,Information Technology,B.Tech,8,7.55,1,69.2,47.1,49.2,51.9,46.4,53.5,45.0,70.6,40.7,64.5,45.9,68.0,62.0,2,47.1,3,1,1,2,275,92.1,0
STU1209,21,Female,Electronics,B.Tech,8,7.19,1,79.3,79.8,75.7,81.8,50.2,87.7,91.7,60.5,89.4,74.1,61.1,73.7,76.3,3,66.1,2,0,0,0,450,79.6,1
STU1210,21,Male,Computer Science,B.Tech,8,6.31,0,86.8,70.6,46.2,70.4,80.1,56.8,45.8,71.4,57.5,91.4,61.1,72.1,82.9,2,66.0,2,0,0,1,72,69.9,1
STU1211,22,Male,Electronics,B.Tech,8,8.11,0,87.0,66.0,69.3,75.0,65.7,84.8,46.8,83.5,68.9,63.2,30.5,71.9,72.7,4,82.4,3,0,0,0,109,93.0,1
STU1212,22,Female,Computer Science,B.Tech,8,7.45,0,64.0,37.0,37.7,52.9,71.2,59.0,48.9,32.6,33.9,62.5,72.4,64.6,45.0,1,25.1,1,0,0,0,63,75.9,0
STU1213,21,Male,Electronics,B.Tech,8,7.22,1,80.8,62.2,54.3,61.5,48.5,48.0,49.6,74.9,60.7,68.4,62.4,58.3,65.7,0,20.0,3,1,2,0,40,88.8,1
STU1214,22,Male,Computer Science,B.Tech,8,6.13,0,68.9,34.7,43.4,38.5,17.7,82.7,39.5,61.6,43.9,70.4,81.5,68.3,55.2,2,28.9,1,0,0,2,279,62.3,0
STU1215,21,Other,Computer Science,B.Tech,8,8.63,0,90.6,77.4,72.5,68.4,54.2,62.9,54.3,74.4,76.4,92.7,68.0,67.7,76.6,0,21.4,1,1,1,2,17,70.0,1
STU1216,21,Male,Computer Science,B.Tech,8,7.93,0,89.4,79.3,75.1,66.9,49.0,43.4,69.2,55.4,85.9,88.8,75.3,63.9,77.3,3,78.1,1,0,0,1,13,73.7,1
STU1217,22,Female,Computer Science,B.Tech,8,6.59,1,73.5,38.0,55.0,67.2,67.2,63.5,57.0,84.7,44.9,77.5,81.7,81.4,71.9,2,36.6,0,0,0,1,255,41.0,0
STU1218,22,Other,Electronics,B.Tech,8,8.3,0,74.7,74.7,73.0,76.2,98.0,49.7,34.2,80.8,72.5,87.4,63.2,59.1,83.1,2,51.5,1,0,0,4,23,73.8,1
STU1219,22,Male,Electronics,B.Tech,8,6.65,0,77.6,59.7,66.5,56.4,72.4,19.2,46.5,76.0,64.3,67.9,65.0,70.1,61.0,2,59.9,4,0,0,0,133,64.1,1
STU1220,22,Male,Information Technology,B.Tech,8,6.34,0,60.6,59.4,54.4,67.3,98.0,71.8,43.2,79.1,59.2,73.6,43.0,84.8,68.9,2,60.9,2,0,0,1,22,72.3,1
STU1221,21,Male,Computer Science,B.Tech,8,6.36,0,85.2,58.6,67.8,56.2,70.5,74.7,52.8,57.6,64.3,66.4,82.4,82.0,70.4,2,62.8,2,0,0,1,309,79.3,1
STU1222,20,Male,Computer Science,B.Tech,8,5.25,1,79.4,32.3,26.5,34.7,52.6,88.1,73.3,59.3,23.0,54.5,63.0,85.4,40.8,0,20.0,2,0,0,3,94,37.4,0
STU1223,21,Male,Computer Science,B.Tech,8,7.72,0,91.2,75.9,78.6,87.7,67.2,62.6,49.6,78.5,78.8,84.4,50.9,65.5,81.0,1,40.0,1,1,2,0,196,74.5,1
STU1224,21,Female,Computer Science,B.Tech,8,5.19,1,71.6,38.2,45.9,49.3,88.7,50.5,50.6,57.3,40.2,76.4,75.4,80.6,50.4,2,34.9,0,0,0,4,290,42.2,0
STU1225,21,Male,Mechanical,B.Tech,8,5.85,0,76.1,40.0,38.8,37.4,89.4,70.0,80.4,88.2,36.5,70.2,34.5,60.3,58.3,1,25.0,0,1,1,0,7,49.6,0
STU1226,24,Male,Computer Science,B.Tech,8,4.92,0,67.7,57.3,45.9,52.2,53.4,70.3,66.0,63.5,51.8,70.0,59.0,69.0,65.7,3,73.2,0,0,0,0,65,53.8,1
STU1227,21,Other,Information Technology,B.Tech,8,7.11,0,72.5,72.8,74.2,76.2,65.8,84.5,61.2,75.0,68.7,,77.7,70.0,63.7,1,36.6,2,1,1,0,81,81.5,1
STU1228,22,Female,Computer Science,B.Tech,8,7.03,0,70.8,64.1,42.3,69.4,40.6,54.2,83.3,97.4,47.5,58.3,58.9,65.7,76.2,1,42.3,2,1,3,0,126,82.2,0
STU1229,22,Female,Computer Science,B.Tech,8,6.84,0,91.5,75.7,75.0,75.9,74.4,52.0,59.8,58.1,62.3,74.0,54.9,68.0,72.1,1,25.7,1,0,0,1,22,57.6,1
STU1230,22,Male,Information Technology,B.Tech,8,6.05,0,75.4,58.4,52.6,40.8,85.3,42.1,20.2,69.0,64.2,63.7,59.2,66.6,65.1,2,64.7,0,0,0,1,236,40.9,0
STU1231,21,Female,Electronics,B.Tech,8,5.91,0,83.2,46.0,46.1,49.8,62.6,64.7,65.3,82.8,48.8,67.4,36.9,61.2,59.2,0,26.9,1,0,0,0,15,48.6,0
STU1232,21,Female,Computer Science,B.Tech,8,7.71,0,78.4,62.8,37.7,51.2,52.0,27.1,26.5,81.3,49.7,68.7,75.0,81.4,60.9,1,43.9,1,0,0,1,157,47.9,0
STU1233,21,Male,Computer Science,B.Tech,8,6.59,0,69.9,68.9,58.3,89.6,67.4,69.0,59.2,63.4,60.3,61.8,63.3,70.0,56.8,2,39.2,1,0,0,2,69,48.9,1
STU1234,21,Male,Information Technology,B.Tech,8,7.55,2,80.4,57.4,50.7,53.2,68.3,65.6,24.6,60.8,39.7,58.4,61.2,74.2,50.4,2,61.7,1,1,1,2,70,71.2,0
STU1235,22,Female,Computer Science,B.Tech,8,6.23,0,87.7,60.4,58.9,60.5,63.2,65.5,44.5,64.7,56.0,50.7,61.2,73.8,61.3,3,61.8,1,1,1,1,53,87.3,1
STU1236,21,Male,Computer Science,B.Tech,8,7.4,0,70.5,61.6,58.5,63.5,64.7,57.5,46.2,88.3,63.6,68.2,65.2,72.6,76.5,3,58.9,3,0,0,3,12,81.0,1
STU1237,20,Male,Civil,B.Tech,8,8.63,0,89.7,62.2,66.5,70.4,59.4,82.6,39.7,64.1,69.1,77.4,74.1,73.0,72.5,1,41.3,1,1,1,1,33,81.1,1
STU1238,22,Male,Electronics,B.Tech,8,7.84,1,73.9,83.5,77.3,75.6,76.9,70.7,46.4,69.1,83.6,50.3,64.3,68.6,59.1,1,40.8,2,1,1,0,43,72.5,1
STU1239,21,Male,Information Technology,B.Tech,8,6.75,1,77.4,43.2,45.2,60.7,73.0,44.1,68.5,62.0,45.0,69.7,45.9,87.6,62.0,2,41.5,2,0,0,0,63,61.9,1
STU1240,23,Female,Information Technology,B.Tech,8,7.48,0,87.0,56.2,62.6,75.6,47.3,44.4,40.6,77.9,65.9,73.4,73.1,80.4,60.0,3,85.6,1,0,0,0,153,58.0,1
STU1241,23,Female,Information Technology,B.Tech,8,6.94,2,75.7,67.5,69.4,77.2,46.8,39.2,60.7,70.2,66.8,58.1,72.0,72.2,73.1,5,98.0,2,1,2,1,65,98.0,1
STU1242,23,Female,Information Technology,B.Tech,8,7.21,0,82.4,76.5,74.7,88.9,58.2,64.9,36.5,54.0,81.0,87.1,67.9,67.1,65.7,0,26.1,1,0,0,3,31,70.4,1
STU1243,21,Male,Electronics,B.Tech,8,6.84,0,79.0,72.8,60.0,57.9,73.1,37.0,49.0,54.4,64.5,65.4,80.1,70.7,53.8,2,54.3,0,1,1,2,227,76.8,1
STU1244,20,Male,Electronics,B.Tech,8,7.02,2,83.2,43.3,65.2,60.0,64.2,74.5,57.2,40.0,49.8,68.8,65.4,76.6,59.8,3,68.3,0,1,1,0,159,83.9,0
STU1245,23,Male,Computer Science,B.Tech,8,7.43,2,59.4,56.0,60.5,63.3,52.4,78.8,36.1,56.4,53.2,68.1,80.6,88.5,63.5,3,49.5,2,0,0,1,3,71.4,0
STU1246,21,Male,Information Technology,B.Tech,8,6.11,0,64.6,39.8,43.8,58.4,65.9,39.2,31.0,79.1,36.5,48.8,84.7,56.9,56.0,0,21.1,1,0,0,1,100,35.5,0
STU1247,23,Male,Information Technology,B.Tech,8,6.08,1,87.9,54.4,54.0,68.3,57.0,51.7,59.9,86.5,57.5,82.1,73.2,79.3,68.3,3,66.0,1,1,2,4,450,71.6,1
STU1248,23,Female,Mechanical,B.Tech,8,5.67,0,91.9,41.9,43.6,41.5,75.2,55.3,70.0,77.6,39.0,58.5,54.5,84.4,66.6,1,29.2,0,0,0,0,219,44.0,0
STU1249,22,Male,Electronics,B.Tech,8,5.44,1,73.4,61.6,45.9,51.8,67.0,70.9,50.7,75.8,48.6,67.2,63.2,55.6,53.3,0,20.0,0,1,1,0,108,53.7,0
STU1250,21,Female,Information Technology,B.Tech,8,5.86,0,79.7,51.2,56.1,57.8,57.3,84.0,44.7,66.2,57.2,77.2,82.3,70.0,58.7,2,26.2,2,1,1,4,95,71.5,1
STU1251,21,Male,Computer Science,B.Tech,8,7.38,0,84.8,55.3,49.7,37.8,65.5,24.7,54.5,78.8,54.1,87.5,44.0,60.3,72.9,1,24.0,2,1,2,4,25,77.9,1
STU1252,22,Male,Electronics,B.Tech,8,6.22,0,88.6,48.9,27.0,46.5,81.7,49.3,52.9,72.0,42.8,57.0,59.5,76.7,44.9,3,74.2,1,1,3,0,121,72.1,0
STU1253,21,Male,Computer Science,B.Tech,8,7.76,0,62.7,59.3,62.0,63.9,53.5,50.2,55.9,93.3,63.2,64.6,60.2,68.1,79.8,3,82.3,1,1,1,0,136,98.0,1
STU1254,21,Female,Computer Science,B.Tech,8,7.24,0,73.6,52.5,56.1,56.6,68.0,29.8,11.5,66.6,50.5,86.6,52.9,70.6,64.4,3,55.6,3,0,0,1,38,65.0,1
STU1255,21,Female,Computer Science,B.Tech,8,5.03,0,78.8,59.5,59.6,69.3,60.9,46.3,34.9,86.8,59.9,75.6,77.2,67.5,83.5,2,51.8,2,1,1,2,28,80.2,1
STU1256,23,Female,Electronics,B.Tech,8,7.92,0,88.7,60.3,73.8,63.7,68.4,62.7,38.5,80.2,67.7,78.1,70.3,79.9,83.7,0,31.0,2,1,2,0,30,72.6,1
STU1257,22,Male,Computer Science,B.Tech,8,8.09,0,98.0,69.8,61.4,64.0,52.2,50.0,54.4,78.3,61.0,57.4,55.0,74.5,72.3,1,29.8,0,0,0,3,80,61.1,1
STU1258,21,Male,Information Technology,B.Tech,8,6.11,0,79.8,52.7,63.4,59.0,63.7,27.2,55.0,39.8,52.5,65.4,73.5,74.5,68.4,2,56.8,1,1,1,0,33,77.5,1
STU1259,20,Female,Mechanical,B.Tech,8,7.66,0,68.6,69.5,59.0,76.1,78.6,98.0,62.2,81.0,60.8,68.0,62.8,73.8,69.7,3,64.7,3,0,0,1,92,78.9,1
STU1260,22,Male,Computer Science,B.Tech,8,6.26,0,85.8,52.9,58.2,58.7,47.9,59.8,56.1,66.2,65.7,59.7,52.5,78.3,55.1,2,61.9,1,1,1,1,220,65.0,1
STU1261,24,Female,Information Technology,B.Tech,8,7.31,1,94.5,68.4,70.4,77.3,42.1,57.0,31.2,61.8,67.3,49.9,55.0,69.1,59.0,2,37.2,2,1,1,0,34,79.6,1
STU1262,20,Male,Information Technology,B.Tech,8,5.81,2,83.0,60.3,56.4,67.7,42.6,35.2,75.2,47.2,64.5,63.9,71.1,90.7,53.2,2,39.0,2,0,0,0,325,62.6,0
STU1263,21,Male,Computer Science,B.Tech,8,5.23,1,73.4,44.0,47.7,48.2,44.4,59.7,72.4,67.9,43.5,86.3,78.1,58.4,64.9,1,37.8,0,1,2,0,50,61.8,0
STU1264,22,Male,Electrical,B.Tech,8,6.78,0,91.1,68.1,64.6,65.0,70.9,52.0,31.9,68.5,70.8,70.7,58.2,53.0,69.1,2,51.0,2,1,1,2,10,71.9,1
